"termid","lab_year","n_record","n_patient","distancetoroot","label"
"HP:0410243",2018,41986,3852,5,"Abnormal circulating IgM level"
"HP:0012418",2018,107319,29876,5,"Hypoxemia"
"HP:0012212",2018,2527,591,5,"Abnormal glomerular filtration rate"
"HP:0032199",2018,324324,38514,5,"Abnormal prothrombin time"
"HP:0001992",2018,6,6,5,"Organic aciduria"
"HP:0030795",2018,523,392,5,"Reduced C-peptide level"
"HP:0040075",2018,238,201,5,"Hypopituitarism"
"HP:0008163",2018,3025,1488,5,"Decreased circulating cortisol level"
"HP:0025456",2018,1403,650,5,"Abnormal CSF protein level"
"HP:0025454",2018,1017,379,5,"Abnormal CSF metabolite level"
"HP:0040216",2018,82,81,5,"Hypoinsulinemia"
"HP:0011969",2018,217,195,5,"Elevated circulating luteinizing hormone level"
"HP:0030341",2018,70,57,5,"Decreased circulating follicle stimulating hormone level"
"HP:0001874",2018,767855,102518,5,"Abnormality of neutrophils"
"HP:0030208",2018,68,30,5,"Acetylcholine receptor antibody positivity"
"HP:0012343",2018,11716,6531,5,"Decreased serum ferritin"
"HP:0003124",2018,53809,47874,5,"Hypercholesterolemia"
"HP:0004431",2018,1298,510,5,"Complement deficiency"
"HP:0030976",2018,1859,755,5,"Abnormal factor VIII activity"
"HP:0031899",2018,45,26,5,"Abnormal coagulation factor V activity"
"HP:0031185",2018,26178,10642,5,"Increased NT-proBNP level"
"HP:0025134",2018,234,182,5,"Increased serum estradiol"
"HP:0032069",2018,2283,1940,5,"Anti-thyroglobulin antibody positivity"
"HP:0003127",2018,328,229,5,"Hypocalciuria"
"HP:0010902",2018,151,69,5,"Abnormal circulating glutamine family amino acid concentration"
"HP:0031904",2018,102,98,5,"Abnormal total hemolytic complement activity"
"HP:0011897",2018,563307,83970,6,"Neutrophilia"
"HP:0011031",2018,75499,19377,6,"Abnormality of iron homeostasis"
"HP:0004315",2018,27759,2198,6,"Decreased circulating IgG level"
"HP:0025345",2018,5294,1250,6,"Abnormality of circulating beta-2-microglobulin level"
"HP:0031956",2018,208411,32825,6,"Elevated serum aspartate aminotransferase"
"HP:0032385",2018,403,339,6,"Abnormal circulating transferrin level"
"HP:0002720",2018,33125,2061,6,"Decreased circulating IgA level"
"HP:0011899",2018,16100,3156,6,"Hyperfibrinogenemia"
"HP:0004363",2018,479563,59903,6,"Abnormal circulating calcium concentration"
"HP:0000830",2018,238,201,6,"Anterior hypopituitarism"
"HP:0030085",2018,9,9,6,"Abnormal CSF lactate level"
"HP:0005421",2018,893,415,6,"Decreased serum complement C3"
"HP:0032236",2018,49373,7051,6,"Increased circulating immature neutrophil count"
"HP:0008277",2018,87,52,6,"Abnormal blood zinc concentration"
"HP:0500238",2018,14,9,6,"Abnormal CSF albumin concentration"
"HP:0004921",2018,37718,13422,6,"Abnormal magnesium concentration"
"HP:0031200",2018,4093,3421,6,"Hyaline casts"
"HP:0410235",2018,911,487,6,"Increased anti-insect IgE antibody level"
"HP:0010912",2018,233,15,6,"Abnormal circulating isoleucine concentration"
"HP:0003236",2018,18604,7558,6,"Elevated serum creatine kinase"
"HP:0002922",2018,1237,592,6,"Increased CSF protein"
"HP:0010980",2018,91035,72106,6,"Hyperlipoproteinemia"
"HP:0032198",2018,7028,3080,6,"Decreased prothrombin time"
"HP:0500163",2018,81,44,6,"Hypoornithinemia"
"HP:0031888",2018,11549,5787,6,"Abnormal HDL cholesterol concentration"
"HP:0025457",2018,152,63,6,"Decreased CSF protein"
"HP:0011996",2018,6,4,6,"Elevated coagulation factor V activity"
"HP:0008151",2018,317296,35792,6,"Prolonged prothrombin time"
"HP:0011936",2018,84,27,6,"Decreased plasma total carnitine"
"HP:0003159",2018,6,6,6,"Hyperoxaluria"
"HP:0025540",2018,30436,7297,6,"Abnormal T cell subset distribution"
"HP:0031889",2018,18042,15754,6,"Abnormal VLDL cholesterol concentration"
"HP:0010931",2018,209042,46367,6,"Abnormal blood sodium concentration"
"HP:0010981",2018,11257,5467,6,"Hypolipoproteinemia"
"HP:0002850",2018,38515,2842,6,"Decreased circulating total IgM"
"HP:0010907",2018,68,39,6,"Abnormal circulating proline concentration"
"HP:0031884",2018,1008,372,6,"Abnormal CSF glucose level"
"HP:0045042",2018,405,200,6,"Decreased serum complement C4"
"HP:0010919",2018,309,276,6,"Abnormal circulating homocysteine concentration"
"HP:0410221",2018,1034,534,6,"Increased anti-animal protein IgE antibody level"
"HP:0010909",2018,83,49,6,"Abnormal circulating arginine concentration"
"HP:0410238",2018,2755,644,6,"Increased anti-plant product IgE antibody level"
"HP:0040087",2018,196,162,6,"Abnormal blood folate concentration"
"HP:0003225",2018,39,22,6,"Reduced coagulation factor V activity"
"HP:0031891",2018,118,105,6,"Decreased eosinophil count"
"HP:0010967",2018,84,27,6,"Abnormal circulating carnitine concentration"
"HP:0010914",2018,257,107,6,"Abnormal circulating valine concentration"
"HP:0410223",2018,468,418,6,"Increased anti-dust mite IgE antibody level"
"HP:0012026",2018,34,22,6,"Hyperornithinemia"
"HP:0001875",2018,155175,24285,6,"Neutropenia"
"HP:0031906",2018,44,40,6,"Decreased total hemolytic complement activity"
"HP:0003261",2018,7719,1982,6,"Increased circulating IgA level"
"HP:0200149",2018,3,3,6,"CSF lymphocytic pleiocytosis"
"HP:0003496",2018,3471,1024,6,"Increased circulating IgM level"
"HP:0031807",2018,101973,40124,6,"Increased basophil count"
"HP:0410232",2018,1415,397,6,"Increased anti-fungi IgE antibody level"
"HP:0031964",2018,161648,33313,6,"Elevated serum alanine aminotransferase"
"HP:0000870",2018,1490,1201,6,"Increased circulating prolactin concentration"
"HP:0031886",2018,72701,64562,6,"Abnormal LDL cholesterol concentration"
"HP:0003237",2018,15714,2541,6,"Increased circulating IgG level"
"HP:0011042",2018,264529,53076,6,"Abnormal blood potassium concentration"
"HP:0031905",2018,58,58,6,"Increased total hemolytic complement activity"
"HP:0040126",2018,2082,1596,6,"Abnormal vitamin B12 level"
"HP:0010836",2018,113,58,6,"Abnormal circulating copper concentration"
"HP:0012213",2018,2527,591,6,"Decreased glomerular filtration rate"
"HP:0010901",2018,92,52,6,"Abnormal circulating methionine concentration"
"HP:0012202",2018,92,69,6,"Increased serum bile acid concentration"
"HP:0010916",2018,142,68,6,"Abnormal circulating alanine concentration"
"HP:0011900",2018,6987,965,6,"Hypofibrinogenemia"
"HP:0030977",2018,1348,582,6,"Increased factor VIII activity"
"HP:0032232",2018,9856,1846,6,"Increased circulating creatine kinase MB isoform"
"HP:0500155",2018,145,77,6,"Abnormal circulating asparagine concentration"
"HP:0003125",2018,511,189,6,"Reduced factor VIII activity"
"HP:0410227",2018,2137,276,6,"Increased anti-food allergen IgE antibody level"
"HP:0410246",2018,25,8,6,"Increased circulating IgD level"
"HP:0031808",2018,49,47,6,"Decreased basophil count"
"HP:0005403",2018,30436,7297,6,"Decrease in T cell count"
"HP:0010638",2018,6,6,6,"Elevated alkaline phosphatase of hepatic origin"
"HP:0010639",2018,26,26,6,"Elevated alkaline phosphatase of bone origin"
"HP:0003141",2018,72199,64161,7,"Increased LDL cholesterol concentration"
"HP:0012184",2018,807,646,7,"Increased HDL cholesterol concentration"
"HP:0003228",2018,47950,14524,7,"Hypernatremia"
"HP:0011972",2018,150,45,7,"Hypoglycorrhachia"
"HP:0032237",2018,24772,5709,7,"Increased circulating myelocyte count"
"HP:0002900",2018,147010,28554,7,"Hypokalemia"
"HP:0031885",2018,858,336,7,"Hyperglycorrhachia"
"HP:0410247",2018,990,527,7,"Increased anti-animal dander IgE antibody level"
"HP:0005415",2018,369,161,7,"Decreased proportion of CD8-positive T cells"
"HP:0010913",2018,233,15,7,"Hyperisoleucinemia"
"HP:0031831",2018,78,46,7,"Decreased serum zinc"
"HP:0003235",2018,59,28,7,"Hypermethioninemia"
"HP:0032386",2018,54,44,7,"Elevated transferrin level"
"HP:0410228",2018,311,93,7,"Increased anti-plant based food allergen IgE antibody level"
"HP:0008358",2018,48,27,7,"Hyperprolinemia"
"HP:0500132",2018,127,56,7,"Hypovalinemia"
"HP:0032387",2018,349,295,7,"Reduced transferrin level"
"HP:0500139",2018,20,14,7,"Hypoprolinemia"
"HP:0410248",2018,468,418,7,"Increased anti-house dust mite IgE antibody level"
"HP:0011967",2018,88,41,7,"Decreased circulating copper concentration"
"HP:0032164",2018,59,56,7,"Increased blood folate concentration"
"HP:0025347",2018,16,9,7,"Decreased circulating beta-2-microglobulin level"
"HP:0003348",2018,107,49,7,"Hyperalaninemia"
"HP:0003072",2018,51832,16001,7,"Hypercalcemia"
"HP:0500157",2018,129,66,7,"Hypoasparaginemia"
"HP:0500267",2018,30067,7254,7,"Abnormal proportion of CD4-positive helper T cells"
"HP:0002160",2018,309,276,7,"Hyperhomocystinemia"
"HP:0031243",2018,13,13,7,"Decreased VLDL cholesterol concentration"
"HP:0005961",2018,63,40,7,"Hypoargininemia"
"HP:0040086",2018,238,201,7,"Abnormal prolactin level"
"HP:0410231",2018,116,65,7,"Increased anti-egg IgE antibody level"
"HP:0011424",2018,9,6,7,"Increased serum zinc"
"HP:0500153",2018,20,12,7,"Hyperargininemia"
"HP:0003362",2018,18029,15741,7,"Increased VLDL cholesterol concentration"
"HP:0025458",2018,14,9,7,"Decreased CSF albumin concentration"
"HP:0032238",2018,24601,5673,7,"Increased circulating metamyelocyte count"
"HP:0002918",2018,18522,8216,7,"Hypermagnesemia"
"HP:0003233",2018,10742,5141,7,"Decreased HDL cholesterol concentration"
"HP:0410233",2018,12,5,7,"Increased anti-meat allergen IgE antibody level"
"HP:0032296",2018,573,272,7,"Increased circulating IgG subclass"
"HP:0002917",2018,19196,6433,7,"Hypomagnesemia"
"HP:0500154",2018,35,25,7,"Hypoalaninemia"
"HP:0002153",2018,117519,30639,7,"Hyperkalemia"
"HP:0002901",2018,427731,47696,7,"Hypocalcemia"
"HP:0040130",2018,51740,15845,7,"Abnormal serum iron concentration"
"HP:0002902",2018,161092,34780,7,"Hyponatremia"
"HP:0025346",2018,5278,1246,7,"Increased circulating beta-2-microglobulin level"
"HP:0005407",2018,30067,7254,7,"Decreased proportion of CD4-positive helper T cells"
"HP:0100507",2018,137,106,7,"Reduced blood folate concentration"
"HP:0410230",2018,1108,158,7,"Increased anti-nut food product IgE antibody level"
"HP:0010910",2018,130,57,7,"Hypervalinemia"
"HP:0410220",2018,111,42,7,"Increased anti-dairy protein IgE antibody level"
"HP:0410222",2018,479,110,7,"Increased anti-seafood IgE antibody level"
"HP:0003563",2018,502,401,7,"Decreased LDL cholesterol concentration"
"HP:0003658",2018,33,28,7,"Hypomethioninemia"
"HP:0031393",2018,369,161,7,"Abnormal proportion of CD8-positive T cells"
"HP:0032254",2018,25,17,7,"Increased circulating copper concentration"
"HP:0002490",2018,9,9,7,"Increased CSF lactate"
"HP:0025196",2018,5306,2739,7,"Increased total iron binding capacity"
"HP:0500156",2018,16,11,7,"Hyperasparaginemia"
"HP:0100502",2018,2082,1596,7,"Vitamin B12 deficiency"
"HP:0032135",2018,220,87,7,"Decreased circulating IgG subclass level"
"HP:0008202",2018,238,201,8,"Reduced circulating prolactin concentration"
"HP:0040303",2018,46411,13831,8,"Decreased serum iron"
"HP:0032136",2018,53,34,8,"Decreased circulating IgG1 level"
"HP:0032137",2018,48,25,8,"Decreased circulating IgG3 level"
"HP:0032298",2018,380,214,8,"Increased circulating IgG1 level"
"HP:0003452",2018,5329,2448,8,"Increased serum iron"
"HP:0032299",2018,193,105,8,"Increased circulating IgG2 level"
"HP:0008348",2018,100,52,8,"Decreased circulating IgG2 level"
"HP:0032138",2018,19,13,8,"Decreased circulating IgG4 level"
"HP:0000118",2019,19158139,421719,0,"Phenotypic abnormality"
"HP:0000119",2019,141923,64662,1,"Abnormality of the genitourinary system"
"HP:0025031",2019,403705,45682,1,"Abnormality of the digestive system"
"HP:0001626",2019,41367,6869,1,"Abnormality of the cardiovascular system"
"HP:0001939",2019,7850529,360396,1,"Abnormality of metabolism/homeostasis"
"HP:0001871",2019,9729602,301578,1,"Abnormality of blood and blood-forming tissues"
"HP:0000818",2019,65769,32002,1,"Abnormality of the endocrine system"
"HP:0000707",2019,35277,22802,1,"Abnormality of the nervous system"
"HP:0025354",2019,134066,10260,1,"Abnormal cellular phenotype"
"HP:0002086",2019,1057225,110952,1,"Abnormality of the respiratory system"
"HP:0002715",2019,2982638,187918,1,"Abnormality of the immune system"
"HP:0012337",2019,2540348,210261,2,"Abnormal homeostasis"
"HP:0003117",2019,17233,8585,2,"Abnormal circulating hormone level"
"HP:0001928",2019,516553,45464,2,"Abnormality of coagulation"
"HP:0001877",2019,5647119,243328,2,"Abnormal erythrocyte morphology"
"HP:0032180",2019,4457554,281436,2,"Abnormal circulating metabolite concentration"
"HP:0003110",2019,139715,64279,2,"Abnormality of urine homeostasis"
"HP:0000828",2019,16098,5937,2,"Abnormality of the parathyroid gland"
"HP:0000847",2019,244,145,2,"Abnormality of renin-angiotensin system"
"HP:0001881",2019,2843671,182643,2,"Abnormal leukocyte morphology"
"HP:0000079",2019,141923,64662,2,"Abnormality of the urinary system"
"HP:0011017",2019,134066,10260,2,"Abnormal cellular physiology"
"HP:0012639",2019,35277,22802,2,"Abnormal nervous system morphology"
"HP:0008373",2019,476,275,2,"Puberty and gonadal disorders"
"HP:0002795",2019,1057225,110952,2,"Functional respiratory abnormality"
"HP:0032245",2019,65373,40356,2,"Abnormal metabolism"
"HP:0002012",2019,403673,45676,2,"Abnormality of the abdominal organs"
"HP:0010978",2019,138967,13280,2,"Abnormality of immune system physiology"
"HP:0000820",2019,11176,5707,2,"Abnormality of the thyroid gland"
"HP:0001872",2019,722259,96743,2,"Abnormal thrombocyte morphology"
"HP:0031838",2019,160,80,2,"Presence of xenobiotic"
"HP:0025021",2019,37215,15601,2,"Abnormal erythrocyte sedimentation rate"
"HP:0032251",2019,2843671,182643,2,"Abnormal immune system morphology"
"HP:0500015",2019,41367,6869,2,"Abnormal cardiac test"
"HP:0000834",2019,3897,1886,2,"Abnormality of the adrenal glands"
"HP:0000864",2019,32319,22063,2,"Abnormality of the hypothalamus-pituitary axis"
"HP:0025033",2019,32,13,2,"Abnormality of digestive system morphology"
"HP:0010932",2019,33205,5905,2,"Abnormal circulating nucleobase concentration"
"HP:0012379",2019,477373,59693,2,"Abnormal enzyme/coenzyme activity"
"HP:0011014",2019,1928096,195307,3,"Abnormal glucose homeostasis"
"HP:0020058",2019,978911,103959,3,"Abnormal red blood cell count"
"HP:0001392",2019,403673,45676,3,"Abnormality of the liver"
"HP:0002904",2019,242363,28434,3,"Hyperbilirubinemia"
"HP:0004379",2019,277237,45782,3,"Abnormality of alkaline phosphatase level"
"HP:0003645",2019,180313,23025,3,"Prolonged partial thromboplastin time"
"HP:0011013",2019,3001,765,3,"Abnormal circulating carbohydrate concentration"
"HP:0011893",2019,2843671,182643,3,"Abnormal leukocyte count"
"HP:0045040",2019,120564,14022,3,"Abnormal lactate dehydrogenase level"
"HP:0010974",2019,1420642,154153,3,"Abnormal myeloid leukocyte morphology"
"HP:0032472",2019,5650,3026,3,"Abnormal urine urobilinogen level"
"HP:0004364",2019,1270634,130370,3,"Abnormal circulating nitrogen compound concentration"
"HP:0003119",2019,230852,102157,3,"Abnormal circulating lipid concentration"
"HP:0031508",2019,11176,5707,3,"Abnormal thyroid hormone level"
"HP:0031209",2019,7908,4160,3,"Decreased lipoprotein lipase level"
"HP:0004352",2019,33205,5905,3,"Abnormal circulating purine concentration"
"HP:0003158",2019,26846,16320,3,"Hyposthenuria"
"HP:0012400",2019,477,256,3,"Abnormal aldolase level"
"HP:0031409",2019,133983,10250,3,"Abnormal lymphocyte physiology"
"HP:0002919",2019,16,16,3,"Ketonuria"
"HP:0020129",2019,27746,11204,3,"Abnormal urine protein level"
"HP:0002926",2019,11176,5707,3,"Abnormality of thyroid physiology"
"HP:0011277",2019,141923,64662,3,"Abnormality of the urinary system physiology"
"HP:0031850",2019,1339250,117523,3,"Abnormal hematocrit"
"HP:0025132",2019,434,246,3,"Abnormal circulating estrogen level"
"HP:0030948",2019,71075,11793,3,"Elevated gamma-glutamyltransferase level"
"HP:0011902",2019,134834,68686,3,"Abnormal hemoglobin"
"HP:0030347",2019,65,60,3,"Abnormal circulating androgen level"
"HP:0030352",2019,333,259,3,"Abnormal serum insulin-like growth factor 1 level"
"HP:0002011",2019,35277,22802,3,"Morphological central nervous system abnormality"
"HP:0012103",2019,83,26,3,"Abnormality of the mitochondrion"
"HP:0040084",2019,244,145,3,"Abnormal circulating renin"
"HP:0011043",2019,452,390,3,"Abnormality of circulating adrenocorticotropin level"
"HP:0011281",2019,2,1,3,"Abnormality of urine catecholamine concentration"
"HP:0030087",2019,42,39,3,"Abnormal serum testosterone level"
"HP:0012610",2019,19,18,3,"Abnormality of urinary uric acid concentration"
"HP:0012415",2019,1057225,110952,3,"Abnormal blood gas level"
"HP:0031101",2019,3,3,3,"Abnormal antimullerian hormone level"
"HP:0031965",2019,805164,70086,3,"Increased RBC distribution width"
"HP:0010987",2019,2843671,182643,3,"Abnormal cellular immune system morphology"
"HP:0012591",2019,878,503,3,"Abnormal urinary electrolyte concentration"
"HP:0003565",2019,37215,15601,3,"Elevated erythrocyte sedimentation rate"
"HP:0002960",2019,3569,2815,3,"Autoimmunity"
"HP:0011733",2019,3897,1886,3,"Abnormality of adrenal physiology"
"HP:0003111",2019,1585122,141944,3,"Abnormal blood ion concentration"
"HP:0025640",2019,21,15,3,"Abnormal urinary mineral level"
"HP:0003256",2019,336240,39722,3,"Abnormality of the coagulation cascade"
"HP:0031215",2019,250,211,3,"Decreased circulating dehydroepiandrosterone-sulfate level"
"HP:0030338",2019,546,331,3,"Abnormal circulating gonadotropin level"
"HP:0020061",2019,1150182,132801,3,"Abnormal hemoglobin concentration"
"HP:0011876",2019,260734,59252,3,"Abnormal platelet volume"
"HP:0011767",2019,16098,5937,3,"Abnormality of the parathyroid physiology"
"HP:0004332",2019,809267,101086,3,"Abnormal lymphocyte morphology"
"HP:0004354",2019,1750,915,3,"Abnormal circulating carboxylic acid concentration"
"HP:0005368",2019,135398,10688,3,"Abnormality of humoral immunity"
"HP:0025546",2019,870709,132826,3,"Abnormal mean corpuscular hemoglobin concentration"
"HP:0001901",2019,1557,504,3,"Polycythemia"
"HP:0100508",2019,65373,40356,3,"Abnormality of vitamin metabolism"
"HP:0031685",2019,32,13,3,"Abnormal stool composition"
"HP:0500020",2019,41367,6869,3,"Abnormal cardiac biomarker test"
"HP:0010876",2019,1123832,92054,3,"Abnormal circulating protein level"
"HP:0004360",2019,612252,65046,3,"Abnormality of acid-base homeostasis"
"HP:0010935",2019,36776,26122,3,"Abnormality of the upper urinary tract"
"HP:0012614",2019,78530,44188,3,"Abnormal urine cytology"
"HP:0011873",2019,461525,53787,3,"Abnormal platelet count"
"HP:0004312",2019,18033,3869,3,"Abnormal reticulocyte morphology"
"HP:0025065",2019,348479,62473,3,"Abnormal mean corpuscular volume"
"HP:0012111",2019,3699,1818,3,"Abnormality of circulating glucocorticoid level"
"HP:0012503",2019,32319,22063,3,"Abnormality of the pituitary gland"
"HP:0410172",2019,160,80,3,"Blood xenobiotic"
"HP:0031900",2019,112,88,3,"Abnormal serum mast cell beta-tryptase concentration"
"HP:0040214",2019,275,251,3,"Abnormal insulin level"
"HP:0032943",2019,7,7,3,"Abnormal urine pH"
"HP:0012443",2019,32319,22063,4,"Abnormality of brain morphology"
"HP:0003075",2019,254067,26142,4,"Hypoproteinemia"
"HP:0040088",2019,809267,101086,4,"Abnormal lymphocyte count"
"HP:0003155",2019,258273,37497,4,"Elevated alkaline phosphatase"
"HP:0031097",2019,30266,20629,4,"Abnormal thyroid-stimulating hormone level"
"HP:0020059",2019,22322,10221,4,"Increased red blood cell count"
"HP:0011905",2019,5715,2640,4,"Reduced hemoglobin A"
"HP:0032345",2019,3001,765,4,"Elevated cancer Ag 19-9 level"
"HP:0001896",2019,2483,600,4,"Reticulocytopenia"
"HP:0031505",2019,11176,5707,4,"Abnormal circulating thyroxine level"
"HP:0012545",2019,54,44,4,"Reduced aldolase level"
"HP:0000829",2019,765,359,4,"Hypoparathyroidism"
"HP:0025133",2019,256,196,4,"Abnormal serum estradiol"
"HP:0031031",2019,2,1,4,"Abnormal retinol-binding protein level"
"HP:0500164",2019,739113,104574,4,"Abnormal blood carbon dioxide level"
"HP:0003107",2019,157855,83782,4,"Abnormal circulating cholesterol concentration"
"HP:0032309",2019,1010494,138545,4,"Abnormal granulocyte count"
"HP:0410173",2019,41367,6869,4,"Increased troponin I level in blood"
"HP:0005518",2019,207718,36273,4,"Increased mean corpuscular volume"
"HP:0000077",2019,36776,26122,4,"Abnormality of the kidney"
"HP:0040217",2019,126136,66094,4,"Elevated hemoglobin A1c"
"HP:0005339",2019,1415,580,4,"Abnormality of complement system"
"HP:0001873",2019,380040,39280,4,"Thrombocytopenia"
"HP:0001882",2019,1042070,105122,4,"Leukopenia"
"HP:0002152",2019,38768,12530,4,"Hyperproteinemia"
"HP:0032146",2019,229,112,4,"HbC hemoglobin"
"HP:0031890",2019,5650,3026,4,"Increased urine urobilinogen"
"HP:0000843",2019,15333,5628,4,"Hyperparathyroidism"
"HP:0032369",2019,108493,20676,4,"Alkalemia"
"HP:0010995",2019,596,411,4,"Abnormal circulating dicarboxylic acid concentration"
"HP:0011904",2019,2754,509,4,"Persistence of hemoglobin F"
"HP:0004368",2019,12288,4350,4,"Increased purine level"
"HP:0032436",2019,43579,13143,4,"Abnormal C-reactive protein level"
"HP:0031085",2019,1775,702,4,"Decreased prealbumin level"
"HP:0002843",2019,30317,6939,4,"Abnormal T cell morphology"
"HP:0030057",2019,3569,2815,4,"Autoimmune antibody positivity"
"HP:0045036",2019,21,15,4,"Abnormal urinary copper concentration"
"HP:0002717",2019,1005,571,4,"Adrenal overactivity"
"HP:0030339",2019,223,130,4,"Decreased circulating gonadotropin level"
"HP:0040171",2019,25,23,4,"Decreased serum testosterone level"
"HP:0000848",2019,242,144,4,"Increased circulating renin level"
"HP:0012310",2019,410148,68238,4,"Abnormal monocyte count"
"HP:0012100",2019,654279,89545,4,"Abnormal circulating creatinine level"
"HP:0000837",2019,323,201,4,"Increased circulating gonadotropin level"
"HP:0100529",2019,114071,18432,4,"Abnormal blood phosphate concentration"
"HP:0012615",2019,3535,2946,4,"Cylindruria"
"HP:0025483",2019,67,36,4,"Abnormal circulating thyroglobulin level"
"HP:0011015",2019,1927888,195209,4,"Abnormal blood glucose concentration"
"HP:0012144",2019,410148,68238,4,"Abnormality monocyte morphology"
"HP:0010996",2019,122,87,4,"Abnormal circulating monocarboxylic acid cocentration"
"HP:0031851",2019,1315926,108799,4,"Reduced hematocrit"
"HP:0012116",2019,642044,47797,4,"Abnormal albumin level"
"HP:0030348",2019,40,37,4,"Increased circulating androgen level"
"HP:0030346",2019,229,200,4,"Abnormal circulating follicle-stimulating hormone level"
"HP:0100511",2019,61039,38256,4,"Abnormality of vitamin D metabolism"
"HP:0100509",2019,27,25,4,"Abnormality of vitamin C metabolism"
"HP:0031902",2019,44,44,4,"Decreased serum mast cell beta-tryptase concentration"
"HP:0032368",2019,107436,19261,4,"Acidemia"
"HP:0012072",2019,7,7,4,"Aciduria"
"HP:0045014",2019,370,347,4,"Hypolipidemia"
"HP:0410283",2019,160,80,4,"Positive blood acetaminophen test"
"HP:0031970",2019,574732,87483,4,"Abnormal blood urea nitrogen concentration"
"HP:0030349",2019,25,23,4,"Decreased circulating androgen level"
"HP:0025548",2019,325397,57484,4,"Increased mean corpuscular hemoglobin concentration"
"HP:0031686",2019,32,13,4,"Increased stool alpha1-antitrypsin concentration"
"HP:0001894",2019,81485,16073,4,"Thrombocytosis"
"HP:0032065",2019,207321,41073,4,"Abnormal serum bicarbonate concentration"
"HP:0001899",2019,23324,10837,4,"Increased hematocrit"
"HP:0500165",2019,318112,42684,4,"Abnormal blood oxygen level"
"HP:0003112",2019,1032,455,4,"Abnormality of serum amino acid level"
"HP:0005537",2019,233833,53813,4,"Decreased mean platelet volume"
"HP:0030345",2019,317,275,4,"Abnormal circulating luteinizing hormone level"
"HP:0003282",2019,18964,8695,4,"Low alkaline phosphatase"
"HP:0025201",2019,60,53,4,"Abnormal apolipoprotein level"
"HP:0010701",2019,133983,10250,4,"Abnormal immunoglobulin level"
"HP:0031102",2019,3,3,4,"Increased antimullerian hormone level"
"HP:0011280",2019,806,477,4,"Abnormality of urine calcium concentration"
"HP:0012611",2019,11,11,4,"Increased urinary urate"
"HP:0030088",2019,17,16,4,"Increased serum testosterone level"
"HP:0001911",2019,1010494,138545,4,"Abnormal granulocyte morphology"
"HP:0020063",2019,32060,16454,4,"Increased hemoglobin concentration"
"HP:0020060",2019,956589,94245,4,"Decreased red blood cell count"
"HP:0025547",2019,545312,84553,4,"Decreased mean corpuscular hemoglobin concentration"
"HP:0011422",2019,387719,72230,4,"Abnormal blood chloride concentration"
"HP:0010929",2019,1083332,115487,4,"Abnormal blood cation concentration"
"HP:0011747",2019,2053,1588,4,"Abnormality of the anterior pituitary"
"HP:0025435",2019,120564,14022,4,"Increased lactate dehydrogenase level"
"HP:0012592",2019,12462,7564,4,"Albuminuria"
"HP:0031961",2019,33682,17524,4,"Abnormal serum anion gap"
"HP:0012211",2019,36776,26122,4,"Abnormal renal physiology"
"HP:0003573",2019,179769,28345,4,"Increased total bilirubin"
"HP:0025138",2019,178,124,4,"Abnormal serum estrone"
"HP:0000846",2019,2892,1407,4,"Adrenal insufficiency"
"HP:0030353",2019,65,58,4,"Decreased serum insulin-like growth factor 1"
"HP:0045056",2019,6539,1586,4,"Abnormal levels of alpha-fetoprotein"
"HP:0011935",2019,8,7,4,"Decreased urinary urate"
"HP:0000842",2019,208,185,4,"Hyperinsulinemia"
"HP:0031901",2019,68,44,4,"Increased serum mast cell beta-tryptase concentration"
"HP:0012544",2019,423,213,4,"Elevated aldolase level"
"HP:0005372",2019,133983,10250,4,"Abnormality of B cell physiology"
"HP:0010988",2019,257,84,4,"Abnormality of the extrinsic pathway"
"HP:0001923",2019,15550,3357,4,"Reticulocytosis"
"HP:0001941",2019,155320,25573,4,"Acidosis"
"HP:0011731",2019,3699,1818,4,"Abnormality of circulating cortisol level"
"HP:0012085",2019,40427,30131,4,"Pyuria"
"HP:0030794",2019,1121,879,4,"Abnormal C-peptide level"
"HP:0012200",2019,306406,37739,4,"Abnormality of prothrombin"
"HP:0003154",2019,126,95,4,"Increased circulating ACTH level"
"HP:0003077",2019,72544,47804,4,"Hyperlipidemia"
"HP:0004359",2019,83,26,4,"Abnormal circulating fatty-acid concentration"
"HP:0011877",2019,26901,6064,4,"Increased mean platelet volume"
"HP:0003351",2019,2,1,4,"Decreased circulating renin level"
"HP:0004340",2019,4307,2935,4,"Abnormality of vitamin B metabolism"
"HP:0100493",2019,2,1,4,"Hypoammonemia"
"HP:0030269",2019,268,201,4,"Increased serum insulin-like growth factor 1"
"HP:0031029",2019,8642,1944,4,"Elevated carcinoembryonic antigen level"
"HP:0032025",2019,93,48,4,"Reduced serum alpha-1-antitrypsin"
"HP:0020062",2019,1118122,118312,4,"Decreased hemoglobin concentration"
"HP:0002920",2019,326,298,4,"Decreased circulating ACTH level"
"HP:0025066",2019,140761,26422,4,"Decreased mean corpuscular volume"
"HP:0040215",2019,275,251,4,"Abnormal circulating insulin level"
"HP:0410042",2019,403673,45676,4,"Abnormal liver morphology"
"HP:0012598",2019,38,18,4,"Abnormal urine potassium concentration"
"HP:0000790",2019,34568,25667,4,"Hematuria"
"HP:0002157",2019,1023042,93743,4,"Azotemia"
"HP:0000093",2019,15284,5348,4,"Proteinuria"
"HP:0001974",2019,515588,103461,4,"Leukocytosis"
"HP:0032179",2019,5758,1986,4,"Abnormal circulating globulin level"
