"termid","lab_year","n_record","n_patient","label","distancetoroot"
"HP:0031850",2008,909603,99918,"Abnormal hematocrit",3
"HP:0031850",2009,1026454,111997,"Abnormal hematocrit",3
"HP:0031850",2010,1172786,130617,"Abnormal hematocrit",3
"HP:0031850",2011,1272169,144244,"Abnormal hematocrit",3
"HP:0031850",2012,1417476,163108,"Abnormal hematocrit",3
"HP:0031850",2013,1540126,185992,"Abnormal hematocrit",3
"HP:0031850",2014,1877829,254633,"Abnormal hematocrit",3
"HP:0031850",2015,2351031,339433,"Abnormal hematocrit",3
"HP:0031850",2016,2507393,381142,"Abnormal hematocrit",3
"HP:0031850",2017,2421049,377358,"Abnormal hematocrit",3
"HP:0031850",2018,2260601,391423,"Abnormal hematocrit",3
"HP:0031850",2019,2229734,392834,"Abnormal hematocrit",3
"HP:0031850",2020,1101693,188800,"Abnormal hematocrit",3
"HP:0031850",NA,21,21,"Abnormal hematocrit",3
"HP:0031851",1936,1,1,"Reduced hematocrit",4
"HP:0031851",2000,13042,5858,"Reduced hematocrit",4
"HP:0031851",2001,163804,45829,"Reduced hematocrit",4
"HP:0031851",2002,213106,57665,"Reduced hematocrit",4
"HP:0031851",2003,792268,72353,"Reduced hematocrit",4
"HP:0031851",2004,722430,66416,"Reduced hematocrit",4
"HP:0031851",2005,965449,75110,"Reduced hematocrit",4
"HP:0031851",2006,979646,83612,"Reduced hematocrit",4
"HP:0031851",2007,1075166,94424,"Reduced hematocrit",4
"HP:0031851",2008,909603,99918,"Reduced hematocrit",4
"HP:0031851",2009,1026454,111997,"Reduced hematocrit",4
"HP:0031851",2010,1172786,130617,"Reduced hematocrit",4
"HP:0031851",2011,1272169,144244,"Reduced hematocrit",4
"HP:0031851",2012,1417476,163108,"Reduced hematocrit",4
"HP:0031851",2013,1540126,185992,"Reduced hematocrit",4
"HP:0031851",2014,1877829,254633,"Reduced hematocrit",4
"HP:0031851",2015,2351031,339433,"Reduced hematocrit",4
"HP:0031851",2016,2507393,381142,"Reduced hematocrit",4
"HP:0031851",2017,2421049,377358,"Reduced hematocrit",4
"HP:0031851",2018,2260601,391423,"Reduced hematocrit",4
"HP:0031851",2019,2229734,392834,"Reduced hematocrit",4
"HP:0031851",2020,1101693,188800,"Reduced hematocrit",4
"HP:0031851",NA,21,21,"Reduced hematocrit",4
"HP:0031863",2003,45649,9235,"Bloodstream infectious agent",2
"HP:0031863",2004,38258,9181,"Bloodstream infectious agent",2
"HP:0031863",2005,56367,9617,"Bloodstream infectious agent",2
"HP:0031863",2006,58110,10070,"Bloodstream infectious agent",2
"HP:0031863",2007,58563,10297,"Bloodstream infectious agent",2
"HP:0031863",2008,30147,9954,"Bloodstream infectious agent",2
"HP:0031863",2009,28701,9404,"Bloodstream infectious agent",2
"HP:0031863",2010,31147,9584,"Bloodstream infectious agent",2
"HP:0031863",2011,33353,9963,"Bloodstream infectious agent",2
"HP:0031863",2012,35552,10623,"Bloodstream infectious agent",2
"HP:0031863",2013,38378,10995,"Bloodstream infectious agent",2
"HP:0031863",2014,41882,10975,"Bloodstream infectious agent",2
"HP:0031863",2015,43277,10939,"Bloodstream infectious agent",2
"HP:0031863",2016,45029,10826,"Bloodstream infectious agent",2
"HP:0031863",2017,47042,11576,"Bloodstream infectious agent",2
"HP:0031863",2018,41629,10257,"Bloodstream infectious agent",2
"HP:0031863",2019,49035,12721,"Bloodstream infectious agent",2
"HP:0031863",2020,24605,7089,"Bloodstream infectious agent",2
"HP:0031864",2003,45649,9235,"Bacteremia",3
"HP:0031864",2004,38258,9181,"Bacteremia",3
"HP:0031864",2005,56367,9617,"Bacteremia",3
"HP:0031864",2006,58110,10070,"Bacteremia",3
"HP:0031864",2007,58563,10297,"Bacteremia",3
"HP:0031864",2008,30147,9954,"Bacteremia",3
"HP:0031864",2009,28701,9404,"Bacteremia",3
"HP:0031864",2010,31147,9584,"Bacteremia",3
"HP:0031864",2011,33353,9963,"Bacteremia",3
"HP:0031864",2012,35552,10623,"Bacteremia",3
"HP:0031864",2013,38378,10995,"Bacteremia",3
"HP:0031864",2014,41882,10975,"Bacteremia",3
"HP:0031864",2015,43277,10939,"Bacteremia",3
"HP:0031864",2016,45029,10826,"Bacteremia",3
"HP:0031864",2017,47042,11576,"Bacteremia",3
"HP:0031864",2018,41629,10257,"Bacteremia",3
"HP:0031864",2019,49035,12721,"Bacteremia",3
"HP:0031864",2020,24605,7089,"Bacteremia",3
"HP:0031884",2000,66,52,"Abnormal CSF glucose level",6
"HP:0031884",2001,747,505,"Abnormal CSF glucose level",6
"HP:0031884",2002,920,603,"Abnormal CSF glucose level",6
"HP:0031884",2003,4049,947,"Abnormal CSF glucose level",6
"HP:0031884",2004,3601,881,"Abnormal CSF glucose level",6
"HP:0031884",2005,3963,999,"Abnormal CSF glucose level",6
"HP:0031884",2006,3199,922,"Abnormal CSF glucose level",6
"HP:0031884",2007,3702,1056,"Abnormal CSF glucose level",6
"HP:0031884",2008,2985,1047,"Abnormal CSF glucose level",6
"HP:0031884",2009,2824,1007,"Abnormal CSF glucose level",6
"HP:0031884",2010,2515,919,"Abnormal CSF glucose level",6
"HP:0031884",2011,2702,951,"Abnormal CSF glucose level",6
"HP:0031884",2012,2581,921,"Abnormal CSF glucose level",6
"HP:0031884",2013,1995,779,"Abnormal CSF glucose level",6
"HP:0031884",2014,2275,819,"Abnormal CSF glucose level",6
"HP:0031884",2015,2302,811,"Abnormal CSF glucose level",6
"HP:0031884",2016,2126,821,"Abnormal CSF glucose level",6
"HP:0031884",2017,2378,847,"Abnormal CSF glucose level",6
"HP:0031884",2018,2247,841,"Abnormal CSF glucose level",6
"HP:0031884",2019,2630,894,"Abnormal CSF glucose level",6
"HP:0031884",2020,1011,374,"Abnormal CSF glucose level",6
"HP:0031885",2000,66,52,"Hyperglycorrhachia",7
"HP:0031885",2001,747,505,"Hyperglycorrhachia",7
"HP:0031885",2002,920,603,"Hyperglycorrhachia",7
"HP:0031885",2003,4049,947,"Hyperglycorrhachia",7
"HP:0031885",2004,3601,881,"Hyperglycorrhachia",7
"HP:0031885",2005,3963,999,"Hyperglycorrhachia",7
"HP:0031885",2006,3199,922,"Hyperglycorrhachia",7
"HP:0031885",2007,3702,1056,"Hyperglycorrhachia",7
"HP:0031885",2008,2985,1047,"Hyperglycorrhachia",7
"HP:0031885",2009,2824,1007,"Hyperglycorrhachia",7
"HP:0031885",2010,2515,919,"Hyperglycorrhachia",7
"HP:0031885",2011,2702,951,"Hyperglycorrhachia",7
"HP:0031885",2012,2581,921,"Hyperglycorrhachia",7
"HP:0031885",2013,1995,779,"Hyperglycorrhachia",7
"HP:0031885",2014,2275,819,"Hyperglycorrhachia",7
"HP:0031885",2015,2302,811,"Hyperglycorrhachia",7
"HP:0031885",2016,2126,821,"Hyperglycorrhachia",7
"HP:0031885",2017,2378,847,"Hyperglycorrhachia",7
"HP:0031885",2018,2247,841,"Hyperglycorrhachia",7
"HP:0031885",2019,2630,894,"Hyperglycorrhachia",7
"HP:0031885",2020,1011,374,"Hyperglycorrhachia",7
"HP:0031886",2000,1303,1191,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2001,16731,11315,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2002,22922,15246,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2003,55041,20635,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2004,67178,22376,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2005,71068,23765,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2006,73816,26813,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2007,90063,32699,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2008,92568,34910,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2009,113795,44387,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2010,136538,54973,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2011,155399,64423,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2012,93113,61143,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2013,99955,70317,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2014,107842,77883,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2015,115462,84426,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2016,136066,100278,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2017,177827,140107,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2018,203325,162285,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2019,210718,169371,"Abnormal LDL cholesterol concentration",6
"HP:0031886",2020,95907,72525,"Abnormal LDL cholesterol concentration",6
"HP:0031888",2000,1248,1148,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2001,16160,11087,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2002,22193,14964,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2003,54246,20633,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2004,56615,22402,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2005,59892,23823,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2006,63196,26814,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2007,85823,32826,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2008,90895,35018,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2009,111421,44365,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2010,134344,54991,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2011,152106,64321,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2012,183289,79413,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2013,219874,97525,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2014,222507,98753,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2015,251034,113730,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2016,303103,134416,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2017,177604,82060,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2018,113703,50625,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2019,124798,55810,"Abnormal HDL cholesterol concentration",6
"HP:0031888",2020,43576,24006,"Abnormal HDL cholesterol concentration",6
"HP:0031889",2003,1,1,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2004,7,5,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2005,15,14,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2006,10,10,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2007,33,20,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2008,23,17,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2009,17,13,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2010,12,12,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2011,7592,5290,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2012,7495,5298,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2013,8040,5657,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2014,7835,5575,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2015,7659,5509,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2016,7889,5686,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2017,93294,81643,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2018,143735,119063,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2019,139852,117870,"Abnormal VLDL cholesterol concentration",6
"HP:0031889",2020,47970,44829,"Abnormal VLDL cholesterol concentration",6
"HP:0031890",2000,4348,3410,"Increased urine urobilinogen",4
"HP:0031890",2001,24223,15942,"Increased urine urobilinogen",4
"HP:0031890",2002,48788,27691,"Increased urine urobilinogen",4
"HP:0031890",2003,133451,29967,"Increased urine urobilinogen",4
"HP:0031890",2004,116782,23429,"Increased urine urobilinogen",4
"HP:0031890",2005,145570,27729,"Increased urine urobilinogen",4
"HP:0031890",2006,146395,30878,"Increased urine urobilinogen",4
"HP:0031890",2007,160927,34188,"Increased urine urobilinogen",4
"HP:0031890",2008,146315,35504,"Increased urine urobilinogen",4
"HP:0031890",2009,146474,36301,"Increased urine urobilinogen",4
"HP:0031890",2010,163221,42276,"Increased urine urobilinogen",4
"HP:0031890",2011,197667,50936,"Increased urine urobilinogen",4
"HP:0031890",2012,318334,75366,"Increased urine urobilinogen",4
"HP:0031890",2013,372581,91179,"Increased urine urobilinogen",4
"HP:0031890",2014,380283,105489,"Increased urine urobilinogen",4
"HP:0031890",2015,439926,138161,"Increased urine urobilinogen",4
"HP:0031890",2016,408683,132904,"Increased urine urobilinogen",4
"HP:0031890",2017,387973,141998,"Increased urine urobilinogen",4
"HP:0031890",2018,390151,158890,"Increased urine urobilinogen",4
"HP:0031890",2019,402753,155716,"Increased urine urobilinogen",4
"HP:0031890",2020,152813,62216,"Increased urine urobilinogen",4
"HP:0031890",NA,1,1,"Increased urine urobilinogen",4
"HP:0031891",1936,1,1,"Decreased eosinophil count",6
"HP:0031891",2000,16450,4946,"Decreased eosinophil count",6
"HP:0031891",2001,206999,38785,"Decreased eosinophil count",6
"HP:0031891",2002,268478,48320,"Decreased eosinophil count",6
"HP:0031891",2003,832239,60957,"Decreased eosinophil count",6
"HP:0031891",2004,815210,54674,"Decreased eosinophil count",6
"HP:0031891",2005,946305,61933,"Decreased eosinophil count",6
"HP:0031891",2006,985357,69494,"Decreased eosinophil count",6
"HP:0031891",2007,1157282,79144,"Decreased eosinophil count",6
"HP:0031891",2008,1058235,83569,"Decreased eosinophil count",6
"HP:0031891",2009,1109918,93258,"Decreased eosinophil count",6
"HP:0031891",2010,1247600,108905,"Decreased eosinophil count",6
"HP:0031891",2011,1343274,120327,"Decreased eosinophil count",6
"HP:0031891",2012,1437448,134545,"Decreased eosinophil count",6
"HP:0031891",2013,1601065,151791,"Decreased eosinophil count",6
"HP:0031891",2014,1897973,212947,"Decreased eosinophil count",6
"HP:0031891",2015,2440398,292276,"Decreased eosinophil count",6
"HP:0031891",2016,2653258,326090,"Decreased eosinophil count",6
"HP:0031891",2017,2461899,322033,"Decreased eosinophil count",6
"HP:0031891",2018,2392564,337986,"Decreased eosinophil count",6
"HP:0031891",2019,2446820,339587,"Decreased eosinophil count",6
"HP:0031891",2020,1213417,163662,"Decreased eosinophil count",6
"HP:0031891",NA,38,19,"Decreased eosinophil count",6
"HP:0031899",2000,3,3,"Abnormal coagulation factor V activity",5
"HP:0031899",2001,56,53,"Abnormal coagulation factor V activity",5
"HP:0031899",2002,57,56,"Abnormal coagulation factor V activity",5
"HP:0031899",2003,194,88,"Abnormal coagulation factor V activity",5
"HP:0031899",2004,277,130,"Abnormal coagulation factor V activity",5
"HP:0031899",2005,341,150,"Abnormal coagulation factor V activity",5
"HP:0031899",2006,294,146,"Abnormal coagulation factor V activity",5
"HP:0031899",2007,336,144,"Abnormal coagulation factor V activity",5
"HP:0031899",2008,262,108,"Abnormal coagulation factor V activity",5
"HP:0031899",2009,170,80,"Abnormal coagulation factor V activity",5
"HP:0031899",2010,172,85,"Abnormal coagulation factor V activity",5
"HP:0031899",2011,195,93,"Abnormal coagulation factor V activity",5
"HP:0031899",2012,356,128,"Abnormal coagulation factor V activity",5
"HP:0031899",2013,200,94,"Abnormal coagulation factor V activity",5
"HP:0031899",2014,251,134,"Abnormal coagulation factor V activity",5
"HP:0031899",2015,320,178,"Abnormal coagulation factor V activity",5
"HP:0031899",2016,298,168,"Abnormal coagulation factor V activity",5
"HP:0031899",2017,196,126,"Abnormal coagulation factor V activity",5
"HP:0031899",2018,211,135,"Abnormal coagulation factor V activity",5
"HP:0031899",2019,267,141,"Abnormal coagulation factor V activity",5
"HP:0031899",2020,100,69,"Abnormal coagulation factor V activity",5
"HP:0031900",2003,5,5,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2004,3,3,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2005,4,3,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2006,4,3,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2007,3,2,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2008,127,117,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2009,187,170,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2010,202,181,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2011,260,241,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2012,280,270,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2013,801,398,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2014,565,468,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2015,666,590,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2016,713,642,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2017,706,625,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2018,805,738,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2019,815,763,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031900",2020,241,225,"Abnormal serum mast cell beta-tryptase concentration",3
"HP:0031901",2003,5,5,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2004,3,3,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2005,4,3,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2006,4,3,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2007,3,2,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2008,127,117,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2009,187,170,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2010,202,181,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2011,260,241,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2012,280,270,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2013,801,398,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2014,565,468,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2015,666,590,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2016,713,642,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2017,706,625,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2018,805,738,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2019,815,763,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031901",2020,241,225,"Increased serum mast cell beta-tryptase concentration",4
"HP:0031902",2003,5,5,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2004,3,3,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2005,4,3,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2006,4,3,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2007,3,2,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2008,127,117,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2009,187,170,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2010,202,181,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2011,260,241,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2012,280,270,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2013,801,398,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2014,565,468,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2015,666,590,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2016,713,642,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2017,706,625,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2018,805,738,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2019,815,763,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031902",2020,241,225,"Decreased serum mast cell beta-tryptase concentration",4
"HP:0031904",2003,38,28,"Abnormal total hemolytic complement activity",5
"HP:0031904",2004,47,28,"Abnormal total hemolytic complement activity",5
"HP:0031904",2005,44,33,"Abnormal total hemolytic complement activity",5
"HP:0031904",2006,47,27,"Abnormal total hemolytic complement activity",5
"HP:0031904",2007,38,31,"Abnormal total hemolytic complement activity",5
"HP:0031904",2008,118,108,"Abnormal total hemolytic complement activity",5
"HP:0031904",2009,160,151,"Abnormal total hemolytic complement activity",5
"HP:0031904",2010,176,169,"Abnormal total hemolytic complement activity",5
"HP:0031904",2011,203,195,"Abnormal total hemolytic complement activity",5
"HP:0031904",2012,216,211,"Abnormal total hemolytic complement activity",5
"HP:0031904",2013,1126,584,"Abnormal total hemolytic complement activity",5
"HP:0031904",2014,1513,717,"Abnormal total hemolytic complement activity",5
"HP:0031904",2015,1905,915,"Abnormal total hemolytic complement activity",5
"HP:0031904",2016,2328,1130,"Abnormal total hemolytic complement activity",5
"HP:0031904",2017,1332,829,"Abnormal total hemolytic complement activity",5
"HP:0031904",2018,288,277,"Abnormal total hemolytic complement activity",5
"HP:0031904",2019,287,274,"Abnormal total hemolytic complement activity",5
"HP:0031904",2020,76,75,"Abnormal total hemolytic complement activity",5
"HP:0031905",2003,38,28,"Increased total hemolytic complement activity",6
"HP:0031905",2004,47,28,"Increased total hemolytic complement activity",6
"HP:0031905",2005,44,33,"Increased total hemolytic complement activity",6
"HP:0031905",2006,47,27,"Increased total hemolytic complement activity",6
"HP:0031905",2007,38,31,"Increased total hemolytic complement activity",6
"HP:0031905",2008,118,108,"Increased total hemolytic complement activity",6
"HP:0031905",2009,160,151,"Increased total hemolytic complement activity",6
"HP:0031905",2010,176,169,"Increased total hemolytic complement activity",6
"HP:0031905",2011,203,195,"Increased total hemolytic complement activity",6
"HP:0031905",2012,216,211,"Increased total hemolytic complement activity",6
"HP:0031905",2013,1126,584,"Increased total hemolytic complement activity",6
"HP:0031905",2014,1513,717,"Increased total hemolytic complement activity",6
"HP:0031905",2015,1905,915,"Increased total hemolytic complement activity",6
"HP:0031905",2016,2328,1130,"Increased total hemolytic complement activity",6
"HP:0031905",2017,1332,829,"Increased total hemolytic complement activity",6
"HP:0031905",2018,288,277,"Increased total hemolytic complement activity",6
"HP:0031905",2019,287,274,"Increased total hemolytic complement activity",6
"HP:0031905",2020,76,75,"Increased total hemolytic complement activity",6
"HP:0031906",2003,38,28,"Decreased total hemolytic complement activity",6
"HP:0031906",2004,47,28,"Decreased total hemolytic complement activity",6
"HP:0031906",2005,44,33,"Decreased total hemolytic complement activity",6
"HP:0031906",2006,47,27,"Decreased total hemolytic complement activity",6
"HP:0031906",2007,38,31,"Decreased total hemolytic complement activity",6
"HP:0031906",2008,118,108,"Decreased total hemolytic complement activity",6
"HP:0031906",2009,160,151,"Decreased total hemolytic complement activity",6
"HP:0031906",2010,176,169,"Decreased total hemolytic complement activity",6
"HP:0031906",2011,203,195,"Decreased total hemolytic complement activity",6
"HP:0031906",2012,216,211,"Decreased total hemolytic complement activity",6
"HP:0031906",2013,1126,584,"Decreased total hemolytic complement activity",6
"HP:0031906",2014,1513,717,"Decreased total hemolytic complement activity",6
"HP:0031906",2015,1905,915,"Decreased total hemolytic complement activity",6
"HP:0031906",2016,2328,1130,"Decreased total hemolytic complement activity",6
"HP:0031906",2017,1332,829,"Decreased total hemolytic complement activity",6
"HP:0031906",2018,288,277,"Decreased total hemolytic complement activity",6
"HP:0031906",2019,287,274,"Decreased total hemolytic complement activity",6
"HP:0031906",2020,76,75,"Decreased total hemolytic complement activity",6
"HP:0031907",2013,719,374,"Anti-mitochondrial M2 antibody positivity",5
"HP:0031907",2014,2630,1297,"Anti-mitochondrial M2 antibody positivity",5
"HP:0031907",2015,2797,1371,"Anti-mitochondrial M2 antibody positivity",5
"HP:0031907",2016,3488,1818,"Anti-mitochondrial M2 antibody positivity",5
"HP:0031907",2017,2319,1211,"Anti-mitochondrial M2 antibody positivity",5
"HP:0031956",2000,2113,1399,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2001,59262,22100,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2002,89928,33860,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2003,303532,43347,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2004,296399,39679,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2005,356512,46090,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2006,391123,54832,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2007,455838,64710,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2008,383871,68574,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2009,425103,81160,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2010,486636,97348,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2011,555953,112030,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2012,626463,129547,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2013,724020,151585,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2014,835777,194212,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2015,1063279,270384,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2016,1099810,253046,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2017,991082,238290,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2018,965082,253473,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2019,1023362,262819,"Elevated serum aspartate aminotransferase",6
"HP:0031956",2020,551675,133095,"Elevated serum aspartate aminotransferase",6
"HP:0031956",NA,10,10,"Elevated serum aspartate aminotransferase",6
"HP:0031961",2008,4,1,"Abnormal serum anion gap",4
"HP:0031961",2014,104657,46687,"Abnormal serum anion gap",4
"HP:0031961",2015,405053,132796,"Abnormal serum anion gap",4
"HP:0031961",2016,440007,153888,"Abnormal serum anion gap",4
"HP:0031961",2017,379457,126321,"Abnormal serum anion gap",4
"HP:0031961",2018,384412,113327,"Abnormal serum anion gap",4
"HP:0031961",2019,355403,111929,"Abnormal serum anion gap",4
"HP:0031961",2020,170276,53999,"Abnormal serum anion gap",4
"HP:0031962",2008,4,1,"Elevated serum anion gap",5
"HP:0031962",2014,104657,46687,"Elevated serum anion gap",5
"HP:0031962",2015,405053,132796,"Elevated serum anion gap",5
"HP:0031962",2016,440007,153888,"Elevated serum anion gap",5
"HP:0031962",2017,379457,126321,"Elevated serum anion gap",5
"HP:0031962",2018,384412,113327,"Elevated serum anion gap",5
"HP:0031962",2019,355403,111929,"Elevated serum anion gap",5
"HP:0031962",2020,170276,53999,"Elevated serum anion gap",5
"HP:0031963",2008,4,1,"Decreased serum anion gap",5
"HP:0031963",2014,104657,46687,"Decreased serum anion gap",5
"HP:0031963",2015,405053,132796,"Decreased serum anion gap",5
"HP:0031963",2016,440007,153888,"Decreased serum anion gap",5
"HP:0031963",2017,379457,126321,"Decreased serum anion gap",5
"HP:0031963",2018,384412,113327,"Decreased serum anion gap",5
"HP:0031963",2019,355403,111929,"Decreased serum anion gap",5
"HP:0031963",2020,170276,53999,"Decreased serum anion gap",5
"HP:0031964",2000,2270,1627,"Elevated serum alanine aminotransferase",6
"HP:0031964",2001,60359,25970,"Elevated serum alanine aminotransferase",6
"HP:0031964",2002,88948,36808,"Elevated serum alanine aminotransferase",6
"HP:0031964",2003,278051,45315,"Elevated serum alanine aminotransferase",6
"HP:0031964",2004,261052,40330,"Elevated serum alanine aminotransferase",6
"HP:0031964",2005,326001,46721,"Elevated serum alanine aminotransferase",6
"HP:0031964",2006,362344,55325,"Elevated serum alanine aminotransferase",6
"HP:0031964",2007,454644,66788,"Elevated serum alanine aminotransferase",6
"HP:0031964",2008,405171,71832,"Elevated serum alanine aminotransferase",6
"HP:0031964",2009,445652,84323,"Elevated serum alanine aminotransferase",6
"HP:0031964",2010,504760,100118,"Elevated serum alanine aminotransferase",6
"HP:0031964",2011,564101,113300,"Elevated serum alanine aminotransferase",6
